Lead_ID,Lead_Date,Company_Name,Contact_Email,Lead_Source,Segment,Trial_Activated,Trial_Date,Converted,Conversion_Date,MRR
LD-1439,2026-04-02,Helix Corp,info@helixcorp.com,cold outreach,SMB,Yes,2026-04-11,Yes,2026-04-25,190
LD-1045,2026-03-10,Shift Solutions,info@shiftsolutions.com,Referral,SMB,Yes,2026-03-11,No,,
LD-1062,2026-04-04,Pulse Partners,info@pulsepartners.com,cold outreach,Mid-Market,Yes,2026-04-08,No,,
LD-1532,2026-03-11 16:36:00,Sovereign Corp,info@sovereigncorp.com,referral,SMB,Yes,2026-03-19 16:14:00,No,,
LD-1063,2026-03-12,Alpha Solutions,info@alphasolutions.com,Webinar,Mid-Market,Yes,2026-03-20,No,,
LD-1327,2026-05-22,Alpha Solutions,info@alphasolutions.com,referral,Enterprise,No,,No,,
LD-1307,2026-03-29,Summit LLC,info@summitllc.com,GOOGLE,SMB,No,,No,,
LD-1487,2026-05-07,Summit Inc,info@summitinc.com,cold outreach,Mid-Market,Yes,2026-05-08,Yes,2026-05-21,1178
LD-1112,2026-05-24, Alpha Inc  ,info@alphainc.com,Referral,Mid-Market,No,,No,,
LD-1428,2026-04-15,Acme Technologies,info@acmetechnologies.com,Webinar,Enterprise,No,,No,,
LD-1458,2026-04-08,Apex Solutions,info@apexsolutions.com,Referral,Mid-Market,Yes,2026-04-13,No,,
LD-1337,2026-04-21,Apex Solutions,info@apexsolutions.com,Webinar,Enterprise,Yes,2026-04-29,No,,
LD-1305,19/03/2026,Cloud Co,info@cloudco.com,Webinar,Mid-Market,Yes,25/03/2026,No,,
LD-1481,2026-05-23,Pulse Global,info@pulseglobal.com,,Mid-Market,Yes,2026-06-02,Yes,2026-05-16,933
LD-1030,2026-04-08,Cloud Inc,info@cloudinc.com,Webinar,SMB,No,,No,,
LD-1048,24/04/2026,Pulse Partners,info@pulsepartners.com,referral,Mid-Market,Yes,28/04/2026,No,,
LD-1318,2026-04-17 14:11:00,Alpha Inc,info@alphainc.com,LinkedIn,Mid-Market,Yes,2026-04-20 10:05:00,No,,
LD-1514,2026-04-03,Bold Co,info@boldco.com,referral,Enterprise,No,,No,,
LD-1018,2026-03-30,Acme Corp,info@acmecorp.com,google,SMB,No,,No,,
LD-1099,2026-05-09 14:33:00,Cloud Technologies,info@cloudtechnologies.com,referral,Mid-Market,No,,No,,
LD-1129,09/04/2026,Synergy Co,info@synergyco.com,Webinar,SMB,Yes,13/04/2026,No,,
LD-1146,2026-03-19,Stellar Partners,info@stellarpartners.com,null,Mid-Market,Yes,2026-03-20,No,,
LD-1372,2026-05-10 17:40:00,Quantum Solutions,info@quantumsolutions.com,Webinar,Mid-Market,No,,No,,
LD-1113,02/05/2026,Alpha Corp,info@alphacorp.com,GOOGLE,SMB,Yes,12/05/2026,No,,
LD-1180,2026-05-06,Bold Global,info@boldglobal.com,LinkedIn Ads,SMB,Yes,2026-05-16,No,,
LD-1229,2026-04-19,Pulse Co,info@pulseco.com,,Enterprise,No,,No,,
LD-1351,2026-03-14,Bold Solutions,info@boldsolutions.com,LinkedIn,Mid-Market,No,,No,,
LD-1288,01/03/2026,Omega Technologies (Duplicate Entry),info@omegatechnologies.com,LinkedIn,Mid-Market,Yes,02/03/2026,No,,
LD-1542,2026-03-04,Shift LLC,info@shiftllc.com,Referral,Mid-Market,Yes,2026-03-08,No,,
LD-1526,27/03/2026,Alpha LLC,info@alphallc.com,Google,Mid-Market,No,,No,,
LD-1422,2026-05-05,Synergy Group,info@synergygroup.com,Webinar,SMB,No,,No,,
LD-1539,2026-05-14 09:48:00,Sovereign Group,info@sovereigngroup.com,cold outreach,Enterprise,Yes,2026-05-18 14:19:00,No,,
LD-1070,2026-04-30,Core Group,info@coregroup.com,referral,SMB,No,,No,,
LD-1009,2026-04-21,Quantum Co,info@quantumco.com,Webinar,Mid-Market,Yes,2026-04-24,Yes,2026-05-07,1264
LD-1011,2026-03-20,Helix Corp,info@helixcorp.com,referral,Enterprise,Yes,2026-03-29,No,,
LD-1321,2026-05-19,Alpha Group,info@alphagroup.com,LinkedIn,SMB,Yes,2026-05-26,Yes,2026-06-13,151
LD-1185,04/05/2026,Zenith Inc,info@zenithinc.com,Cold Outreach,Mid-Market,No,,No,,
LD-1346,2026-05-06,Core LLC,info@corellc.com,LinkedIn Ads,Mid-Market,Yes,2026-05-10,Yes,2026-05-27,519
LD-1200,2026-05-21 13:23:00,Bold Solutions,info@boldsolutions.com,GOOGLE,Mid-Market,No,,No,,
LD-1248,2026-03-22 12:33:00,Summit Global,info@summitglobal.com,referral,SMB,No,,No,,
LD-1473,2026-04-02,Alpha Partners,,Google,Mid-Market,Yes,2026-04-11,Yes,2026-04-25,506
LD-1401,2026-05-18,Cloud Group,info@cloudgroup.com,cold outreach,Enterprise,No,,No,,
LD-1262,21/05/2026,Nova LLC,info@novallc.com,LinkedIn Ads,Mid-Market,No,,No,,
LD-1101,2026-04-20 17:23:00, Nova LLC  ,info@novallc.com,referral,Mid-Market,No,,No,,
LD-1274,2026-03-31,Vortex Solutions,info@vortexsolutions.com,Cold Outreach,SMB,No,,No,,
LD-1277,24/04/2026,Nova Global,info@novaglobal.com,google,Mid-Market,Yes,28/04/2026,No,,
LD-1344,2026-04-19,Pulse Solutions,info@pulsesolutions.com,LinkedIn Ads,Enterprise,Yes,2026-04-20,No,,
LD-1280,2026-05-06,Beacon Group,info@beacongroup.com,linkedin,Enterprise,No,,No,,
LD-1443,2026-03-24 11:46:00,Synergy Technologies,info@synergytechnologies.com,google,SMB,Yes,2026-03-26 10:04:00,No,,
LD-1363,2026-04-27,Zenith Partners,info@zenithpartners.com,null,Enterprise,Yes,2026-05-04,No,,
LD-1100,13/04/2026,Alpha Corp,info@alphacorp.com,Webinar,Enterprise,No,,No,,
LD-1043,2026-04-11,Alpha Solutions,info@alphasolutions.com,,Enterprise,Yes,2026-04-13,Yes,2026-04-28,3765
LD-1324,2026-04-14 13:24:00, Zenith Partners  ,info@zenithpartners.com,GOOGLE,Enterprise,Yes,2026-04-21 09:25:00,No,,
LD-1392,2026-05-11,Apex Inc,info@apexinc.com,Cold Outreach,SMB,Yes,2026-05-17,Yes,2026-05-26,141
LD-1460,2026-05-19,Apex Inc,info@apexinc.com,Cold Outreach,SMB,Yes,2026-05-23,No,,
LD-1296,2026-03-29,Omega Co,info@omegaco.com,google,Enterprise,Yes,2026-03-31,Yes,2026-04-07,4619
LD-1013,2026-04-03 11:32:00,Vortex Technologies,info@vortextechnologies.com,LinkedIn,SMB,Yes,2026-04-06 17:49:00,No,,
LD-1446,2026-04-11 16:55:00,Pulse Technologies,info@pulsetechnologies.com,null,Enterprise,Yes,2026-04-21 16:40:00,No,,
LD-1149,2026-03-03,Shift Solutions,info@shiftsolutions.com,Google,Enterprise,Yes,2026-03-13,No,,
LD-1269,2026-04-10,Stellar Group,info@stellargroup.com,GOOGLE,Enterprise,No,,No,,
LD-1486,2026-04-03,Bold Group,info@boldgroup.com,Referral,Enterprise,No,,No,,
LD-1400,2026-03-20,Synergy Technologies,info@synergytechnologies.com,google,Mid-Market,Yes,2026-03-21,No,,
LD-1389,2026-05-08,Bold Corp,info@boldcorp.com,null,SMB,Yes,2026-05-17,Yes,2026-05-31,255
LD-1240,2026-04-11,Omega Co,info@omegaco.com,cold outreach,Enterprise,Yes,2026-04-20,Yes,2026-05-09,4717
LD-1546,2026-04-04, Pulse Co  ,,referral,Enterprise,Yes,2026-04-14,No,,
LD-1550,2026-03-22,Stellar Inc,info@stellarinc.com,Cold Outreach,SMB,No,,No,,
LD-1309,12/04/2026,Synergy Co,info@synergyco.com,google,Enterprise,No,,No,,
LD-1488,2026-05-24,Vortex Inc,info@vortexinc.com,Referral,SMB,No,,No,,
LD-1409,2026-04-21,Shift Inc,info@shiftinc.com,linkedin,SMB,Yes,2026-05-01,No,,
LD-1476,11/04/2026,Summit Partners,info@summitpartners.com,cold outreach,SMB,Yes,16/04/2026,Yes,03/05/2026,120
LD-1155,2026-04-25 16:57:00,Omega Co (Duplicate Entry),info@omegaco.com,referral,Mid-Market,No,,No,,
LD-1054,2026-04-29 18:34:00,Acme LLC,info@acmellc.com,google,Enterprise,Yes,2026-05-07 11:03:00,Yes,2026-05-22 12:29:00,5677
LD-1119,29/03/2026,Flux Global,info@fluxglobal.com,cold outreach,SMB,No,,No,,
LD-1271,2026-05-18,Quantum Corp,info@quantumcorp.com,google,Enterprise,No,,No,,
LD-1056,2026-05-23,Apex Inc,info@apexinc.com,Google,Enterprise,Yes,2026-05-26,No,,
LD-1354,2026-04-02,Alpha Technologies,info@alphatechnologies.com,GOOGLE,SMB,No,,No,,
LD-1216,2026-03-02,Quantum Corp,info@quantumcorp.com,LinkedIn,Enterprise,Yes,2026-03-06,No,,
LD-1172,2026-03-08,Helix Partners,info@helixpartners.com,GOOGLE,Mid-Market,No,,No,,
LD-1451,2026-04-04,Pulse Technologies,info@pulsetechnologies.com,GOOGLE,SMB,Yes,2026-04-12,No,,
LD-1244,2026-05-22,Omega Co,info@omegaco.com,Google,SMB,Yes,2026-05-31,No,,
LD-1393,2026-03-24,Beacon Solutions,info@beaconsolutions.com,cold outreach,SMB,No,,No,,
LD-1423,2026-03-12 15:22:00,Omega LLC,info@omegallc.com,null,Enterprise,Yes,2026-03-14 17:18:00,No,,
LD-1508,2026-03-01,Pulse Technologies,info@pulsetechnologies.com,LinkedIn,SMB,Yes,2026-03-02,No,,
